as_of_ts,lat,lon,forecast_ts,temp_c,precip_prob,wind_kph,src
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-12T09:00:00+08:00,28.1,45,14.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-12T12:00:00+08:00,29.3,50,8.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-12T15:00:00+08:00,28.4,92,13.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-12T18:00:00+08:00,27.5,62,7.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-12T21:00:00+08:00,27.2,79,9.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T00:00:00+08:00,25.9,51,18.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T03:00:00+08:00,25.3,28,9.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T06:00:00+08:00,27.8,88,15.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T09:00:00+08:00,27.5,45,10.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T12:00:00+08:00,29.6,55,6.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T15:00:00+08:00,29.6,42,14.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T18:00:00+08:00,28.2,66,11.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-13T21:00:00+08:00,27.9,63,11.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T00:00:00+08:00,25.6,60,8.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T03:00:00+08:00,26.2,76,13.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T06:00:00+08:00,28.4,54,2.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T09:00:00+08:00,28.2,50,15.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T12:00:00+08:00,29.7,45,14.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T15:00:00+08:00,28.5,42,9.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T18:00:00+08:00,28.2,47,10.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-14T21:00:00+08:00,28.0,66,13.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T00:00:00+08:00,26.4,84,18.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T03:00:00+08:00,26.5,56,16.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T06:00:00+08:00,27.9,56,11.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T09:00:00+08:00,27.3,43,12.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T12:00:00+08:00,28.8,63,15.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T15:00:00+08:00,28.2,49,10.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T18:00:00+08:00,27.7,58,9.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-15T21:00:00+08:00,28.0,64,8.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T00:00:00+08:00,25.9,33,10.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T03:00:00+08:00,26.3,36,7.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T06:00:00+08:00,28.3,49,19.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T09:00:00+08:00,27.4,49,16.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T12:00:00+08:00,29.0,64,13.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T15:00:00+08:00,28.5,59,6.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T18:00:00+08:00,28.0,74,13.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-16T21:00:00+08:00,27.2,62,10.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T00:00:00+08:00,25.4,33,2.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T03:00:00+08:00,25.3,61,11.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T06:00:00+08:00,28.3,77,9.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T09:00:00+08:00,27.3,50,10.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T12:00:00+08:00,29.2,79,12.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T15:00:00+08:00,29.6,70,9.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T18:00:00+08:00,27.7,50,9.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-17T21:00:00+08:00,28.3,68,12.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T00:00:00+08:00,25.5,72,13.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T03:00:00+08:00,25.7,43,2.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T06:00:00+08:00,26.8,86,6.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T09:00:00+08:00,26.9,33,7.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T12:00:00+08:00,29.1,72,14.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T15:00:00+08:00,29.8,37,12.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T18:00:00+08:00,27.4,62,19.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-18T21:00:00+08:00,28.1,60,14.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T00:00:00+08:00,25.5,90,17.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T03:00:00+08:00,26.1,71,13.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T06:00:00+08:00,26.9,67,17.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T09:00:00+08:00,27.4,58,14.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T12:00:00+08:00,28.2,72,9.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T15:00:00+08:00,28.8,47,16.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T18:00:00+08:00,27.6,46,13.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-19T21:00:00+08:00,27.9,72,15.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T00:00:00+08:00,26.1,66,10.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T03:00:00+08:00,25.6,38,7.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T06:00:00+08:00,28.3,39,17.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T09:00:00+08:00,27.2,81,13.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T12:00:00+08:00,29.0,4,17.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T15:00:00+08:00,29.5,65,9.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T18:00:00+08:00,26.9,66,16.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-20T21:00:00+08:00,27.3,62,6.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T00:00:00+08:00,25.5,44,14.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T03:00:00+08:00,25.2,50,3.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T06:00:00+08:00,28.3,61,10.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T09:00:00+08:00,27.5,69,11.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T12:00:00+08:00,29.5,70,13.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T15:00:00+08:00,28.6,33,9.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T18:00:00+08:00,27.1,56,20.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-21T21:00:00+08:00,28.2,20,13.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T00:00:00+08:00,26.5,40,8.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T03:00:00+08:00,26.1,37,7.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T06:00:00+08:00,27.4,38,12.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T09:00:00+08:00,26.9,59,17.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T12:00:00+08:00,29.4,42,17.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T15:00:00+08:00,28.6,43,4.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T18:00:00+08:00,28.2,51,12.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-22T21:00:00+08:00,28.1,23,13.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T00:00:00+08:00,25.7,58,8.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T03:00:00+08:00,25.9,11,14.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T06:00:00+08:00,27.2,45,13.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T09:00:00+08:00,27.0,28,16.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T12:00:00+08:00,28.7,25,5.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T15:00:00+08:00,29.4,76,13.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T18:00:00+08:00,27.5,46,12.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-23T21:00:00+08:00,28.4,71,24.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T00:00:00+08:00,26.7,51,17.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T03:00:00+08:00,26.7,59,11.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T06:00:00+08:00,27.3,41,11.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T09:00:00+08:00,27.2,54,7.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T12:00:00+08:00,29.1,57,17.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T15:00:00+08:00,29.3,78,9.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T18:00:00+08:00,27.5,87,10.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-24T21:00:00+08:00,27.1,44,7.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-25T00:00:00+08:00,26.3,55,10.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-25T03:00:00+08:00,26.4,32,20.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-25T06:00:00+08:00,26.8,37,11.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-25T09:00:00+08:00,27.9,55,17.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-25T12:00:00+08:00,28.5,58,11.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2025-07-25T15:00:00+08:00,29.0,77,3.9,"{""city"":""Intramuros""}"
